6.12,3.94,1.1,180,1,180
6.12,10.05,1.1,180,1,180
9.26,15.43,1.1,135,1,135
14.53,18.39,1.1,90,1,90
20.64,18.39,1.1,90,1,90
24.44,17.06,1.1,45,1,45
