1,0.25,0,0.22576,0
1,0.25,5,0.23393,0
1,0.25,10,0.24045,0
1,0.25,15,0.24504,0
1,0.25,20,0.24742,0
1,0.25,25,0.24735,0
1,0.25,30,0.24458,0
1,0.25,35,0.23893,0
1,0.5,0,0.31928,0
1,0.5,5,0.32703,0
1,0.5,10,0.33234,0
1,0.5,15,0.33493,0
1,0.5,20,0.33457,0
1,0.5,25,0.33103,0
1,0.5,30,0.32414,0
1,0.5,35,0.31378,0
1,0.75,0,0.39103,0
1,0.75,5,0.39849,0
1,0.75,10,0.40292,0
1,0.75,15,0.40405,0
1,0.75,20,0.40167,0
1,0.75,25,0.39558,0
1,0.75,30,0.38565,0
1,0.75,35,0.37177,0
1,1,0,0.45152,0
1,1,5,0.45874,0
1,1,10,0.46244,0
1,1,15,0.46237,0
1,1,20,0.45832,0
1,1,25,0.45012,0
1,1,30,0.43765,0
1,1,35,0.42085,0
1,1.25,0,0.50482,0
1,1.25,5,0.51183,0
1,1.25,10,0.51489,0
1,1.25,15,0.51377,0
1,1.25,20,0.50827,0
1,1.25,25,0.49823,0
1,1.25,30,0.48355,0
1,1.25,35,0.46418,0
1,1.5,0,0.553,0
1,1.5,5,0.55982,0
1,1.5,10,0.56231,0
1,1.5,15,0.56025,0
1,1.5,20,0.55344,0
1,1.5,25,0.54175,0
1,1.5,30,0.52508,0
1,1.5,35,0.50341,0
1,1.75,0,0.59731,0
1,1.75,5,0.60395,0
1,1.75,10,0.60593,0
1,1.75,15,0.603,0
1,1.75,20,0.595,0
1,1.75,25,0.5818,0
1,1.75,30,0.56331,0
1,1.75,35,0.53952,0
1,2,0,0.63855,0
1,2,5,0.64503,0
1,2,10,0.64652,0
1,2,15,0.6428,0
1,2,20,0.6337,0
1,2,25,0.61908,0
1,2,30,0.5989,0
1,2,35,0.57315,0
1,2.25,0,0.67729,0
1,2.25,5,0.68362,0
1,2.25,10,0.68466,0
1,2.25,15,0.68019,0
1,2.25,20,0.67004,0
1,2.25,25,0.65411,0
1,2.25,30,0.63234,0
1,2.25,35,0.60476,0
1,2.5,0,0.71392,0
1,2.5,5,0.72011,0
1,2.5,10,0.72072,0
1,2.5,15,0.71555,0
1,2.5,20,0.70443,0
1,2.5,25,0.68725,0
1,2.5,30,0.66399,0
1,2.5,35,0.63466,0
1.25,0.25,0,0.2822,0
1.25,0.25,5,0.2953,0
1.25,0.25,10,0.30648,0
1.25,0.25,15,0.3153,0
1.25,0.25,20,0.32127,0
1.25,0.25,25,0.32394,0
1.25,0.25,30,0.32291,0
1.25,0.25,35,0.31781,0
1.25,0.5,0,0.39909,0
1.25,0.5,5,0.41165,0
1.25,0.5,10,0.42121,0
1.25,0.5,15,0.42737,0
1.25,0.5,20,0.42969,0
1.25,0.5,25,0.42782,0
1.25,0.5,30,0.42141,0
1.25,0.5,35,0.41021,0
1.25,0.75,0,0.48879,0
1.25,0.75,5,0.50095,0
1.25,0.75,10,0.50937,0
1.25,0.75,15,0.51363,0
1.25,0.75,20,0.51335,0
1.25,0.75,25,0.50818,0
1.25,0.75,30,0.49785,0
1.25,0.75,35,0.48216,0
1.25,1,0,0.5644,0
1.25,1,5,0.57626,0
1.25,1,10,0.58373,0
1.25,1,15,0.58644,0
1.25,1,20,0.58402,0
1.25,1,25,0.57616,0
1.25,1,30,0.5626,0
1.25,1,35,0.54319,0
1.25,1.25,0,0.63102,0
1.25,1.25,5,0.6426,0
